CORDIC_FWL,BACKSUB_FWL,RMSE_Indiv_Fail,RMSE_Total_Val,RMSE_Total_FailFlag
12,12,4,0.00375562832802734,1
12,13,4,0.00372089789050562,1
12,14,4,0.00375016494562772,1
12,15,4,0.00373815260433524,1
12,16,4,0.00373817547895546,1
12,17,4,0.00373701519578997,1
12,18,4,0.00373560423528245,1
12,19,4,0.00373634966300925,1
12,20,4,0.00373588187513691,1
13,12,4,0.00241548144451693,1
13,13,3,0.00227581164337824,1
13,14,3,0.00224911006997312,1
13,15,3,0.00224129959593235,1
13,16,3,0.00225266731957729,1
13,17,3,0.00225213821072618,1
13,18,3,0.00225131253188058,1
13,19,3,0.00225115618976874,1
13,20,3,0.0022512576862147,1
14,12,1,0.000973717527617887,0
14,13,1,0.000798984589062677,0
14,14,1,0.00078303473766256,0
14,15,1,0.000774355555375838,0
14,16,1,0.00078163309627127,0
14,17,1,0.00078198568430119,0
14,18,1,0.000782527280023655,0
14,19,1,0.000781394349506418,0
14,20,1,0.000782093566168198,0
15,12,1,0.000731950471980404,0
15,13,0,0.000766296425068812,0
15,14,1,0.000786341158001224,0
15,15,1,0.000775938574435521,0
15,16,1,0.000778446249591147,0
15,17,1,0.000778553671519891,0
15,18,1,0.000780616279255014,0
15,19,1,0.000778746928189973,0
15,20,1,0.000779234191066912,0
16,12,0,0.000392866652613699,0
16,13,0,0.000436556408799122,0
16,14,0,0.000365579284726564,0
16,15,0,0.000426426710983671,0
16,16,0,0.000414839799732041,0
16,17,0,0.000414410201857679,0
16,18,0,0.000413713009495173,0
16,19,0,0.000413548639411645,0
16,20,0,0.000413805972059246,0
17,12,0,0.000584597024932622,0
17,13,0,0.000486276990480031,0
17,14,0,0.000541756294980899,0
17,15,0,0.000563775736927917,0
17,16,0,0.00056098765161515,0
17,17,0,0.000559761688736508,0
17,18,0,0.000557289339649206,0
17,19,0,0.000557968224475465,0
17,20,0,0.000558054019171731,0
18,12,1,0.000571912649963709,0
18,13,0,0.000621854407757321,0
18,14,0,0.000536059188153851,0
18,15,0,0.00054482180176138,0
18,16,0,0.000574445161591605,0
18,17,0,0.000567931161913579,0
18,18,0,0.000567821191059648,0
18,19,0,0.000567365850655478,0
18,20,0,0.000567671103876313,0
19,12,0,0.000477747241458365,0
19,13,0,0.000586810060213352,0
19,14,0,0.000581938316121862,0
19,15,0,0.000577320065975556,0
19,16,0,0.000563242485272694,0
19,17,0,0.000569538785235456,0
19,18,0,0.000566697202551666,0
19,19,0,0.000568485280382696,0
19,20,0,0.000569030846355677,0
20,12,0,0.00049664511868614,0
20,13,0,0.000559847389023464,0
20,14,0,0.000573621110081425,0
20,15,0,0.000581458296719735,0
20,16,0,0.000562471778768689,0
20,17,0,0.00055741200822567,0
20,18,0,0.000560221840016525,0
20,19,0,0.000563961849372408,0
20,20,0,0.00056305299332522,0
