CORDIC_FWL,BACKSUB_FWL,RMSE_Indiv_Fail,RMSE_Total_Val,RMSE_Total_FailFlag
12,12,75,0.00309231682055472,1
12,13,71,0.00308710399948225,1
12,14,71,0.00308653015368921,1
12,15,71,0.00308152051674944,1
12,16,71,0.00308300644521127,1
12,17,71,0.00308390463819847,1
12,18,71,0.0030834702559757,1
12,19,71,0.00308343406933117,1
12,20,71,0.00308349959424415,1
13,12,41,0.00190113144358563,1
13,13,45,0.00184317802066433,1
13,14,42,0.00183238736356056,1
13,15,42,0.00183230774887746,1
13,16,42,0.0018342345564062,1
13,17,42,0.00183448999808795,1
13,18,42,0.00183442758737122,1
13,19,42,0.00183444535808353,1
13,20,42,0.00183433912395954,1
14,12,24,0.00102495652252881,1
14,13,23,0.000989700009784311,0
14,14,21,0.000959257347319733,0
14,15,20,0.000960042708206887,0
14,16,20,0.000963243094423244,0
14,17,20,0.00096205962768211,0
14,18,20,0.000961753830465592,0
14,19,20,0.000961883393990413,0
14,20,20,0.000961724400077389,0
15,12,6,0.000407357224501472,0
15,13,9,0.000394617808109226,0
15,14,7,0.000383561727500954,0
15,15,7,0.000358415911906772,0
15,16,7,0.00035783833872912,0
15,17,7,0.000357095952091245,0
15,18,7,0.000356972645789831,0
15,19,7,0.000357252669341464,0
15,20,7,0.000357191300170905,0
16,12,8,0.000349384491533351,0
16,13,1,0.000195883883470706,0
16,14,3,0.000201300967205486,0
16,15,3,0.000195755869075029,0
16,16,3,0.000187047389130546,0
16,17,3,0.000187029439484765,0
16,18,2,0.000187373565323633,0
16,19,3,0.000187329762047101,0
16,20,3,0.000187374708654082,0
17,12,4,0.000284954972147229,0
17,13,1,0.000178011180965935,0
17,14,1,0.000119339036225102,0
17,15,1,9.98016766046764e-05,0
17,16,1,9.56352337815814e-05,0
17,17,1,8.9152265675906e-05,0
17,18,1,8.91739734030274e-05,0
17,19,1,8.88831574305086e-05,0
17,20,1,8.89595776479859e-05,0
18,12,5,0.000288677642927732,0
18,13,0,0.000131920013761694,0
18,14,0,8.5823258681664e-05,0
18,15,0,6.63118394164904e-05,0
18,16,0,6.3453071032663e-05,0
18,17,0,5.94680232977919e-05,0
18,18,0,5.86028497954954e-05,0
18,19,0,5.86511641818991e-05,0
18,20,0,5.86431328938546e-05,0
19,12,7,0.000315629203525544,0
19,13,1,0.000157857917406648,0
19,14,0,9.32896432706699e-05,0
19,15,1,7.11768423968024e-05,0
19,16,1,6.34118437790964e-05,0
19,17,1,5.78176436766246e-05,0
19,18,1,5.78094383451124e-05,0
19,19,1,5.76793358427738e-05,0
19,20,1,5.75362523929417e-05,0
20,12,5,0.000289954567561305,0
20,13,0,0.00015136669809551,0
20,14,0,7.94883623451745e-05,0
20,15,0,6.98218612254406e-05,0
20,16,0,4.53776289464305e-05,0
20,17,0,4.94193891753067e-05,0
20,18,0,4.74950952022615e-05,0
20,19,0,4.70363174743586e-05,0
20,20,0,4.69787162228264e-05,0
