CORDIC_FWL,BACKSUB_FWL,RMSE_Indiv_Fail,RMSE_Total_Val,RMSE_Total_FailFlag
12,12,68,0.00317482578940244,1
12,13,68,0.00316667764574496,1
12,14,68,0.00316465217369732,1
12,15,68,0.0031659029276061,1
12,16,68,0.00316342567030146,1
12,17,68,0.00316462053766734,1
12,18,68,0.00316421255831312,1
12,19,68,0.00316435815245066,1
12,20,68,0.00316430408705029,1
13,12,51,0.00201456260531673,1
13,13,45,0.00200993827961178,1
13,14,45,0.00200783305935457,1
13,15,45,0.00200511447790317,1
13,16,45,0.00200711772369065,1
13,17,45,0.00200660419535591,1
13,18,45,0.00200656938720993,1
13,19,45,0.00200629706131446,1
13,20,45,0.00200640048306836,1
14,12,46,0.00199604316375252,1
14,13,47,0.00201133847016282,1
14,14,46,0.00199105947880344,1
14,15,46,0.00199043401048454,1
14,16,46,0.00199034715866373,1
14,17,46,0.00198962453098944,1
14,18,46,0.00198993606223709,1
14,19,46,0.001989881295924,1
14,20,46,0.00198988967083153,1
15,12,45,0.00172239190401286,1
15,13,44,0.00173694230872224,1
15,14,45,0.00174017807332559,1
15,15,46,0.00173201808262738,1
15,16,46,0.00173193636520508,1
15,17,46,0.00173289630826134,1
15,18,46,0.00173284716503501,1
15,19,46,0.00173291770159282,1
15,20,46,0.00173286310376536,1
16,12,48,0.00187213576601434,1
16,13,43,0.00175957336108312,1
16,14,44,0.00177726647394694,1
16,15,43,0.00177704448659988,1
16,16,44,0.00177817721551821,1
16,17,44,0.00177786878308667,1
16,18,44,0.00177746185081894,1
16,19,44,0.00177776569921675,1
16,20,44,0.00177768027382322,1
17,12,48,0.00176368105712289,1
17,13,47,0.001690474496844,1
17,14,48,0.00170924714181135,1
17,15,47,0.00169545369726957,1
17,16,47,0.00170202218532276,1
17,17,47,0.00169947315773942,1
17,18,47,0.00169986277340619,1
17,19,47,0.00169990131536753,1
17,20,47,0.00169975857642766,1
18,12,49,0.00186558429194617,1
18,13,47,0.00184413488713562,1
18,14,48,0.00181009714138029,1
18,15,48,0.00182084457480125,1
18,16,48,0.00182222251250223,1
18,17,48,0.00181939725181185,1
18,18,48,0.00182049388914308,1
18,19,48,0.0018207458087197,1
18,20,48,0.00182067925513223,1
19,12,50,0.00190323492258677,1
19,13,48,0.0018320945612325,1
19,14,49,0.00184162358184502,1
19,15,49,0.00183477845876173,1
19,16,49,0.00183217985476948,1
19,17,49,0.00183538590056095,1
19,18,49,0.0018361517719797,1
19,19,49,0.00183568011156152,1
19,20,49,0.00183571915699485,1
20,12,50,0.0019028851871229,1
20,13,48,0.00183604404290696,1
20,14,49,0.0018407991566941,1
20,15,48,0.00183482996355167,1
20,16,49,0.00183564358804824,1
20,17,49,0.0018344212456297,1
20,18,49,0.00183700009414445,1
20,19,49,0.00183599091532424,1
20,20,49,0.00183628219057252,1
