CORDIC_FWL,BACKSUB_FWL,RMSE_Indiv_Fail,RMSE_Total_Val,RMSE_Total_FailFlag
12,12,70,0.00288533558573819,1
12,13,68,0.00288598872453455,1
12,14,70,0.00288160686384956,1
12,15,69,0.00288355519904809,1
12,16,69,0.00288410100240344,1
12,17,69,0.00288313327199629,1
12,18,69,0.00288278618697953,1
12,19,69,0.00288306207897317,1
12,20,69,0.00288305009088822,1
13,12,45,0.00149076345813948,1
13,13,43,0.00139442315847168,1
13,14,42,0.00139688185433417,1
13,15,42,0.00139197650231508,1
13,16,42,0.00139257739635442,1
13,17,42,0.00139247245586228,1
13,18,42,0.00139257063654914,1
13,19,42,0.00139260986232474,1
13,20,42,0.00139255610243468,1
14,12,25,0.000902079895319161,0
14,13,27,0.000897845291826052,0
14,14,24,0.000861416890904961,0
14,15,24,0.000860782973783514,0
14,16,24,0.000859919909198345,0
14,17,24,0.000859042417892739,0
14,18,24,0.000859335209686958,0
14,19,24,0.000859053793021991,0
14,20,24,0.000859157112510907,0
15,12,18,0.000633941791591759,0
15,13,15,0.000584231152552443,0
15,14,12,0.000556873267900574,0
15,15,11,0.000543273527901591,0
15,16,11,0.000544311355555747,0
15,17,11,0.000543552051619601,0
15,18,11,0.000543865595053123,0
15,19,11,0.000543928881442441,0
15,20,11,0.000543848201332469,0
16,12,10,0.000459503707222137,0
16,13,11,0.000397589104259096,0
16,14,9,0.00042206987147486,0
16,15,11,0.00040539060785733,0
16,16,10,0.000402427531511923,0
16,17,10,0.000403259465637631,0
16,18,10,0.000402706904013122,0
16,19,10,0.000402889744889877,0
16,20,10,0.000402781572076324,0
17,12,14,0.000502892071053969,0
17,13,11,0.00042544739349681,0
17,14,9,0.000424483216356992,0
17,15,9,0.000425546988030678,0
17,16,9,0.000412009875388656,0
17,17,9,0.000415053053894985,0
17,18,9,0.000414763619504777,0
17,19,9,0.000414679491423581,0
17,20,9,0.000414747077617145,0
18,12,13,0.000541488569175976,0
18,13,11,0.000396971171994969,0
18,14,9,0.000400895867932087,0
18,15,9,0.000387766804491705,0
18,16,9,0.000394645147679141,0
18,17,9,0.00039024002441312,0
18,18,9,0.000390123313431298,0
18,19,9,0.000389990219392196,0
18,20,9,0.000389907539004416,0
19,12,13,0.000566997573973905,0
19,13,10,0.000433655939820701,0
19,14,9,0.000442536915596201,0
19,15,9,0.000423943861499153,0
19,16,8,0.000435921369406239,0
19,17,8,0.000424911014499433,0
19,18,8,0.000426247826534177,0
19,19,8,0.000426412430587814,0
19,20,8,0.000426360639667248,0
20,12,12,0.000505651131718793,0
20,13,10,0.000393568282634595,0
20,14,10,0.000417679129408086,0
20,15,9,0.000403969203960988,0
20,16,8,0.000399429966308844,0
20,17,9,0.000396167069898295,0
20,18,9,0.000397979876513531,0
20,19,9,0.00039780701081232,0
20,20,9,0.000397497244665305,0
