01111111111 00000000000 // W0
01111101100 11100111000 // W1
01110110010 11001111000 // W2
01101010011 10111000111 // W3
01011010100 10100101100 // W4
01000111001 10010101101 // W5
00110001000 10001001110 // W6
00011001000 10000010100 // W7
00000000000 10000000000 // W8
11100111000 10000010100 // W9
11001111000 10001001110 // W10
10111000111 10010101101 // W11
10100101100 10100101100 // W12
10010101101 10111000111 // W13
10001001110 11001111000 // W14
10000010100 11100111000 // W15
